epoch_num,num_seeds,nc5_mean,nc5_std_across_seed
10,1,0.75038284938508,0.0
20,1,0.7187307503884871,0.0
30,1,0.69015496250159,0.0
40,1,0.7062020177631756,0.0
50,1,0.7027623712133452,0.0
60,1,0.7100454087826468,0.0
70,1,0.6858769623179285,0.0
80,1,0.6297302182589887,0.0
90,1,0.6079187138060269,0.0
100,1,0.6055012108634183,0.0
