epoch_num,num_seeds,nc5_mean,nc5_std_across_seed
10,1,0.7356359144318441,0.0
20,1,0.7059963005551373,0.0
30,1,0.676920955382995,0.0
40,1,0.6912200544439241,0.0
50,1,0.690971617690627,0.0
60,1,0.7004082733252364,0.0
70,1,0.6755733349462478,0.0
80,1,0.6210699316795442,0.0
90,1,0.5988710537714937,0.0
100,1,0.5960107767727756,0.0
