epoch_num,num_seeds,nc5_mean,nc5_std_across_seed
10,1,0.625535404927765,0.0
20,1,0.6011693901044899,0.0
30,1,0.5911955042758078,0.0
40,1,0.6117435093322999,0.0
50,1,0.6512187630233516,0.0
60,1,0.6411839899471274,0.0
70,1,0.626854442391042,0.0
80,1,0.5831609314799261,0.0
90,1,0.5643614111406482,0.0
100,1,0.5615018199052845,0.0
