epoch_num,num_seeds,nc5_mean,nc5_std_across_seed
10,1,0.6993666325006734,0.0
20,1,0.6517124812065761,0.0
30,1,0.6349283281229662,0.0
40,1,0.6680339907260485,0.0
50,1,0.6687088546242325,0.0
60,1,0.6565281640159273,0.0
70,1,0.6550233348298423,0.0
80,1,0.5981929022773395,0.0
90,1,0.5780738389547161,0.0
100,1,0.5758884607499734,0.0
