epoch_num,num_seeds,nc5_mean,nc5_std_across_seed
10,1,0.7536250896047931,0.0
20,1,0.7113225580884861,0.0
30,1,0.6962000234562703,0.0
40,1,0.7181765563292838,0.0
50,1,0.7108738307416721,0.0
60,1,0.7068822857567794,0.0
70,1,0.6904887373149268,0.0
80,1,0.6326242321422655,0.0
90,1,0.6096585551580636,0.0
100,1,0.6066566409647862,0.0
